"age","workclass","educational.num","marital.status","occupation","relationship","gender","capital.gain","capital.loss","hours.per.week","income_.50K"
40,"Private",11,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,40,"1"
21,"Private",9,"Married-spouse-absent","Machine-op-inspct","Own-child","Female",0,0,40,"0"
39,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,60,"0"
25,"Private",9,"Never-married","Handlers-cleaners","Other-relative","Male",0,0,40,"0"
39,"Self-emp-not-inc",13,"Separated","Craft-repair","Own-child","Male",0,0,35,"0"
22,"State-gov",10,"Never-married","Adm-clerical","Not-in-family","Female",0,0,17,"0"
17,"Private",6,"Never-married","Other-service","Own-child","Female",0,0,6,"0"
35,"Private",13,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
29,"Self-emp-not-inc",10,"Never-married","Exec-managerial","Own-child","Male",0,0,45,"0"
39,"Self-emp-not-inc",15,"Married-civ-spouse","Prof-specialty","Husband","Male",15024,0,50,"1"
34,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",7688,0,55,"1"
37,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
47,"State-gov",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,35,"1"
27,"Private",9,"Divorced","Handlers-cleaners","Not-in-family","Male",0,0,40,"0"
43,"Private",10,"Divorced","Exec-managerial","Not-in-family","Male",0,0,45,"0"
24,"Private",9,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
23,"Private",9,"Divorced","Handlers-cleaners","Not-in-family","Male",0,0,50,"0"
51,"Self-emp-not-inc",10,"Married-civ-spouse","Sales","Husband","Male",0,0,50,"0"
53,"Private",11,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1485,40,"0"
26,"Private",9,"Never-married","Craft-repair","Own-child","Male",3325,0,40,"0"
54,"Private",9,"Married-civ-spouse","Other-service","Husband","Male",0,0,32,"0"
28,"Private",10,"Never-married","Sales","Not-in-family","Male",0,0,45,"0"
37,"Private",9,"Married-civ-spouse","Sales","Husband","Male",0,0,50,"0"
56,"Private",9,"Widowed","Sales","Not-in-family","Female",0,1974,40,"0"
36,"State-gov",16,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"0"
32,"Private",9,"Never-married","Transport-moving","Own-child","Male",0,0,45,"0"
28,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
44,"Private",9,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,70,"0"
43,"Private",13,"Never-married","Adm-clerical","Not-in-family","Male",0,1741,40,"0"
35,"Private",9,"Divorced","Adm-clerical","Unmarried","Female",0,0,40,"0"
38,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,48,"0"
19,"Private",10,"Never-married","Tech-support","Not-in-family","Female",0,0,30,"0"
26,"Private",9,"Never-married","Adm-clerical","Own-child","Female",0,0,45,"0"
56,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"0"
38,"Private",9,"Never-married","Exec-managerial","Not-in-family","Female",0,0,40,"0"
49,"Self-emp-inc",10,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"1"
37,"Private",11,"Divorced","Tech-support","Own-child","Male",0,0,40,"0"
61,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,40,"0"
46,"Private",11,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1902,40,"1"
51,"Self-emp-not-inc",10,"Married-civ-spouse","Prof-specialty","Wife","Female",0,0,40,"1"
43,"Private",10,"Separated","Prof-specialty","Unmarried","Female",0,0,40,"0"
29,"Private",11,"Married-civ-spouse","Tech-support","Other-relative","Female",0,0,40,"0"
17,"Private",7,"Never-married","Handlers-cleaners","Own-child","Male",0,0,30,"0"
61,"Private",7,"Married-civ-spouse","Other-service","Husband","Male",0,0,40,"1"
31,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"1"
20,"Private",9,"Never-married","Machine-op-inspct","Other-relative","Female",0,0,40,"0"
44,"Self-emp-not-inc",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,50,"0"
40,"Private",9,"Never-married","Other-service","Not-in-family","Female",0,0,35,"0"
27,"Private",9,"Never-married","Sales","Own-child","Male",0,0,40,"0"
41,"Private",9,"Divorced","Sales","Unmarried","Female",0,0,40,"0"
22,"Private",9,"Never-married","Machine-op-inspct","Other-relative","Male",0,0,1,"0"
47,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"1"
17,"Private",7,"Never-married","Handlers-cleaners","Own-child","Male",0,0,25,"0"
19,"Private",9,"Never-married","Exec-managerial","Own-child","Male",0,0,40,"0"
31,"Private",10,"Divorced","Other-service","Own-child","Female",0,0,35,"0"
32,"Private",13,"Never-married","Adm-clerical","Not-in-family","Male",0,0,40,"0"
31,"Private",9,"Separated","Sales","Unmarried","Female",0,0,40,"0"
69,"Private",9,"Divorced","Adm-clerical","Not-in-family","Female",0,0,25,"0"
29,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,45,"0"
46,"Private",10,"Divorced","Adm-clerical","Not-in-family","Female",0,0,24,"0"
50,"Private",9,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,40,"0"
46,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
24,"Private",9,"Never-married","Handlers-cleaners","Own-child","Male",0,0,60,"0"
64,"Private",2,"Divorced","Priv-house-serv","Not-in-family","Female",0,0,12,"0"
39,"Private",10,"Divorced","Sales","Not-in-family","Male",0,0,40,"0"
59,"Private",9,"Divorced","Prof-specialty","Unmarried","Female",0,0,60,"0"
50,"Self-emp-inc",10,"Married-civ-spouse","Sales","Husband","Male",0,1485,40,"0"
28,"Private",10,"Never-married","Craft-repair","Own-child","Male",0,0,50,"0"
18,"Private",10,"Never-married","Other-service","Own-child","Female",0,0,20,"0"
33,"Private",9,"Never-married","Machine-op-inspct","Unmarried","Male",0,0,40,"0"
20,"Private",10,"Never-married","Prof-specialty","Other-relative","Female",594,0,20,"0"
38,"Private",5,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
50,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
30,"Private",5,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
41,"Private",9,"Married-civ-spouse","Exec-managerial","Husband","Male",15024,0,65,"1"
20,"Private",9,"Never-married","Handlers-cleaners","Not-in-family","Male",0,0,40,"0"
22,"Private",5,"Never-married","Machine-op-inspct","Unmarried","Male",0,0,40,"0"
58,"Self-emp-not-inc",6,"Separated","Sales","Other-relative","Male",0,0,40,"0"
51,"Private",9,"Divorced","Sales","Not-in-family","Male",0,0,45,"0"
29,"Private",9,"Never-married","Machine-op-inspct","Other-relative","Male",0,0,40,"0"
58,"Private",10,"Divorced","Prof-specialty","Unmarried","Female",0,0,40,"0"
42,"Private",10,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
56,"Self-emp-inc",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1672,40,"0"
66,"Private",13,"Married-civ-spouse","Sales","Husband","Male",0,0,50,"1"
33,"Private",13,"Never-married","Prof-specialty","Unmarried","Female",0,0,40,"0"
36,"Private",11,"Divorced","Tech-support","Not-in-family","Male",0,0,40,"0"
36,"Private",10,"Divorced","Adm-clerical","Unmarried","Female",0,0,40,"0"
38,"Private",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,99,"1"
23,"Private",7,"Never-married","Craft-repair","Unmarried","Male",0,0,35,"0"
33,"Private",11,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,40,"0"
47,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",15024,0,40,"1"
20,"Private",10,"Never-married","Other-service","Own-child","Female",0,0,25,"0"
38,"Private",7,"Divorced","Machine-op-inspct","Unmarried","Female",0,0,52,"0"
40,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","Husband","Male",3411,0,40,"0"
36,"Private",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"0"
27,"Private",9,"Divorced","Transport-moving","Other-relative","Male",0,0,40,"0"
41,"Local-gov",10,"Divorced","Adm-clerical","Unmarried","Female",0,0,40,"0"
39,"State-gov",12,"Married-civ-spouse","Tech-support","Husband","Male",0,0,40,"0"
30,"Private",7,"Divorced","Other-service","Unmarried","Female",0,0,35,"0"
90,"Private",9,"Widowed","Adm-clerical","Unmarried","Female",0,0,25,"0"
31,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,51,"0"
65,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,48,"0"
40,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"1"
24,"Private",13,"Never-married","Prof-specialty","Own-child","Male",0,0,15,"0"
19,"Private",8,"Never-married","Craft-repair","Own-child","Male",0,0,47,"0"
27,"Private",14,"Never-married","Machine-op-inspct","Not-in-family","Female",0,0,40,"0"
46,"Private",10,"Divorced","Sales","Unmarried","Male",0,0,50,"0"
64,"Self-emp-not-inc",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1421,35,"0"
41,"Private",11,"Married-civ-spouse","Tech-support","Wife","Female",0,0,38,"1"
54,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
29,"State-gov",15,"Never-married","Prof-specialty","Not-in-family","Female",4787,0,40,"1"
71,"Federal-gov",6,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,40,"0"
47,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,65,"1"
39,"Private",11,"Widowed","Exec-managerial","Unmarried","Female",0,3004,40,"1"
28,"State-gov",13,"Never-married","Exec-managerial","Not-in-family","Male",0,0,55,"0"
26,"Private",6,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,38,"0"
61,"Private",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,2002,38,"0"
44,"Local-gov",10,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"1"
28,"Self-emp-not-inc",3,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,25,"0"
53,"Federal-gov",9,"Married-civ-spouse","Adm-clerical","Husband","Male",0,1977,40,"1"
31,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,55,"1"
57,"Self-emp-not-inc",5,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,45,"0"
40,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
38,"Local-gov",10,"Married-spouse-absent","Exec-managerial","Unmarried","Female",0,0,35,"0"
33,"Federal-gov",9,"Never-married","Adm-clerical","Own-child","Female",0,0,30,"0"
22,"Private",10,"Never-married","Craft-repair","Unmarried","Male",0,0,40,"0"
26,"Private",10,"Never-married","Adm-clerical","Not-in-family","Male",0,0,20,"0"
50,"Federal-gov",13,"Married-civ-spouse","Exec-managerial","Husband","Male",7298,0,40,"1"
45,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
69,"Private",9,"Married-civ-spouse","Sales","Husband","Male",0,0,35,"0"
61,"Private",9,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"0"
27,"Local-gov",13,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"0"
22,"Private",9,"Never-married","Other-service","Not-in-family","Female",0,0,50,"0"
49,"Local-gov",13,"Divorced","Exec-managerial","Unmarried","Female",0,625,40,"0"
29,"Local-gov",14,"Never-married","Prof-specialty","Not-in-family","Female",0,0,50,"0"
18,"Private",9,"Never-married","Handlers-cleaners","Unmarried","Male",0,0,25,"0"
17,"Private",9,"Never-married","Other-service","Own-child","Female",0,0,15,"0"
21,"Private",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"0"
44,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
36,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
44,"Self-emp-inc",10,"Divorced","Machine-op-inspct","Not-in-family","Male",0,0,60,"0"
54,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
47,"Private",12,"Divorced","Sales","Own-child","Male",0,0,44,"0"
42,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,45,"1"
46,"Private",11,"Divorced","Protective-serv","Not-in-family","Male",0,0,40,"0"
31,"Local-gov",9,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
43,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1887,45,"1"
64,"Private",10,"Married-spouse-absent","Exec-managerial","Unmarried","Female",0,0,40,"0"
35,"Private",9,"Divorced","Other-service","Not-in-family","Female",0,0,40,"0"
29,"Private",13,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,40,"0"
36,"Private",14,"Never-married","Prof-specialty","Not-in-family","Female",0,0,40,"0"
33,"State-gov",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,60,"1"
30,"Private",5,"Married-civ-spouse","Other-service","Husband","Male",0,0,40,"0"
22,"Private",5,"Never-married","Sales","Not-in-family","Male",0,0,40,"0"
34,"Local-gov",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,45,"0"
33,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,55,"1"
28,"Private",9,"Never-married","Other-service","Own-child","Male",0,0,20,"0"
22,"Private",6,"Married-civ-spouse","Sales","Wife","Female",0,0,40,"0"
55,"Private",9,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"0"
45,"Private",10,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,84,"1"
25,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"0"
51,"Private",9,"Never-married","Other-service","Not-in-family","Female",0,0,38,"0"
34,"Self-emp-not-inc",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,45,"1"
34,"Private",13,"Never-married","Exec-managerial","Not-in-family","Female",0,0,40,"0"
51,"Private",7,"Divorced","Machine-op-inspct","Not-in-family","Male",0,0,40,"0"
45,"Private",9,"Divorced","Other-service","Other-relative","Female",0,0,35,"0"
47,"Private",7,"Married-civ-spouse","Craft-repair","Husband","Male",7298,0,40,"1"
22,"Private",9,"Never-married","Exec-managerial","Not-in-family","Female",0,0,55,"0"
43,"Private",10,"Married-civ-spouse","Other-service","Husband","Male",0,0,48,"0"
23,"Private",9,"Never-married","Machine-op-inspct","Not-in-family","Male",0,0,35,"0"
38,"Private",10,"Married-spouse-absent","Other-service","Unmarried","Female",0,0,36,"0"
46,"Private",7,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
31,"Local-gov",12,"Never-married","Protective-serv","Unmarried","Male",0,0,40,"0"
45,"Private",4,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
40,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",7688,0,40,"1"
47,"Private",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,55,"1"
59,"Private",13,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,4,"0"
33,"Self-emp-inc",13,"Married-civ-spouse","Sales","Husband","Male",0,0,50,"1"
18,"Private",7,"Never-married","Craft-repair","Own-child","Male",0,0,25,"0"
44,"State-gov",9,"Divorced","Adm-clerical","Not-in-family","Female",0,0,40,"0"
61,"Private",14,"Married-civ-spouse","Sales","Husband","Male",0,0,60,"1"
23,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
43,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
79,"Private",10,"Married-civ-spouse","Prof-specialty","Other-relative","Male",0,0,20,"0"
38,"Private",9,"Never-married","Transport-moving","Not-in-family","Female",0,0,40,"0"
39,"Local-gov",13,"Divorced","Prof-specialty","Unmarried","Female",0,0,40,"0"
47,"Self-emp-not-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"0"
52,"Private",14,"Divorced","Prof-specialty","Unmarried","Male",15020,0,50,"1"
24,"Private",13,"Never-married","Prof-specialty","Not-in-family","Male",0,0,40,"0"
26,"Self-emp-not-inc",13,"Never-married","Sales","Not-in-family","Male",0,0,60,"0"
57,"Federal-gov",10,"Divorced","Other-service","Not-in-family","Male",0,0,40,"0"
50,"Self-emp-not-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",15024,0,55,"1"
28,"Private",11,"Never-married","Tech-support","Own-child","Male",0,0,55,"0"
37,"Local-gov",10,"Married-spouse-absent","Adm-clerical","Unmarried","Female",0,0,40,"0"
43,"Self-emp-not-inc",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,1902,50,"1"
28,"Private",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
59,"Self-emp-inc",6,"Widowed","Exec-managerial","Unmarried","Female",0,2559,50,"1"
58,"Self-emp-not-inc",14,"Divorced","Sales","Not-in-family","Male",0,0,18,"0"
31,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
40,"Private",9,"Never-married","Adm-clerical","Not-in-family","Female",6849,0,38,"0"
38,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
42,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
39,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,55,"1"
53,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
41,"Federal-gov",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
51,"Private",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"0"
53,"Private",9,"Never-married","Adm-clerical","Other-relative","Male",0,0,35,"0"
67,"Self-emp-not-inc",13,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"0"
45,"Private",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"0"
40,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
17,"Private",7,"Never-married","Sales","Own-child","Female",0,0,20,"0"
35,"Private",14,"Never-married","Prof-specialty","Not-in-family","Male",0,0,45,"1"
21,"Private",9,"Separated","Farming-fishing","Own-child","Male",0,0,40,"0"
36,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,1902,40,"1"
18,"Private",6,"Never-married","Transport-moving","Own-child","Male",0,0,40,"0"
55,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",15024,0,35,"1"
51,"Self-emp-not-inc",13,"Married-civ-spouse","Tech-support","Husband","Male",0,0,45,"1"
42,"Private",13,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,40,"1"
36,"Private",10,"Married-civ-spouse","Sales","Husband","Male",5178,0,50,"1"
49,"Self-emp-not-inc",13,"Married-civ-spouse","Sales","Husband","Male",0,1977,60,"1"
53,"Private",10,"Separated","Prof-specialty","Not-in-family","Male",0,0,60,"0"
55,"Private",14,"Divorced","Sales","Not-in-family","Male",10520,0,40,"1"
23,"Private",13,"Divorced","Adm-clerical","Not-in-family","Female",8614,0,70,"1"
21,"Private",10,"Never-married","Sales","Own-child","Female",0,1762,28,"0"
47,"Private",9,"Never-married","Machine-op-inspct","Not-in-family","Male",0,0,40,"0"
68,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,20,"0"
61,"Local-gov",9,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,30,"1"
54,"Local-gov",13,"Married-civ-spouse","Prof-specialty","Husband","Male",7688,0,40,"1"
42,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
45,"Private",10,"Divorced","Other-service","Not-in-family","Female",0,0,40,"0"
55,"Private",9,"Widowed","Craft-repair","Unmarried","Male",0,0,51,"0"
27,"Private",12,"Never-married","Sales","Not-in-family","Female",0,0,40,"0"
27,"Self-emp-not-inc",12,"Married-civ-spouse","Transport-moving","Husband","Male",7688,0,70,"1"
20,"Private",10,"Never-married","Other-service","Not-in-family","Male",0,0,40,"0"
42,"Local-gov",10,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"1"
37,"Private",9,"Married-civ-spouse","Sales","Husband","Male",0,0,40,"0"
41,"State-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
40,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
30,"Private",12,"Never-married","Adm-clerical","Unmarried","Female",0,0,40,"0"
31,"Private",6,"Married-civ-spouse","Sales","Husband","Male",0,0,40,"0"
54,"Private",14,"Widowed","Adm-clerical","Unmarried","Female",0,0,38,"0"
26,"Local-gov",10,"Never-married","Protective-serv","Not-in-family","Male",0,0,60,"1"
25,"Private",13,"Never-married","Prof-specialty","Own-child","Male",0,0,20,"0"
32,"State-gov",13,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,52,"1"
32,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"0"
33,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
32,"Self-emp-inc",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"0"
39,"Private",13,"Never-married","Exec-managerial","Other-relative","Male",0,0,45,"0"
17,"Self-emp-inc",5,"Never-married","Sales","Own-child","Female",0,0,40,"0"
27,"Private",9,"Never-married","Other-service","Not-in-family","Female",0,0,42,"0"
36,"Private",10,"Never-married","Machine-op-inspct","Unmarried","Male",0,0,45,"0"
31,"Private",11,"Never-married","Transport-moving","Own-child","Male",0,1980,60,"0"
23,"Private",9,"Separated","Exec-managerial","Unmarried","Female",0,0,42,"0"
82,"Private",4,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,2,"0"
43,"Private",10,"Never-married","Other-service","Not-in-family","Female",0,0,40,"0"
40,"Private",6,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"0"
41,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
21,"Private",11,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
27,"Private",10,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
43,"Local-gov",15,"Married-civ-spouse","Prof-specialty","Husband","Male",15024,0,45,"1"
58,"Self-emp-not-inc",10,"Divorced","Craft-repair","Not-in-family","Male",0,0,45,"0"
58,"Private",13,"Divorced","Prof-specialty","Not-in-family","Female",0,0,50,"0"
37,"Private",9,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"1"
22,"Private",11,"Never-married","Priv-house-serv","Not-in-family","Female",0,0,30,"0"
23,"Private",6,"Never-married","Craft-repair","Own-child","Male",0,0,18,"0"
28,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,45,"0"
19,"Private",10,"Never-married","Adm-clerical","Not-in-family","Female",0,0,25,"0"
90,"Self-emp-not-inc",15,"Married-civ-spouse","Prof-specialty","Husband","Male",20051,0,45,"1"
61,"Private",5,"Widowed","Exec-managerial","Not-in-family","Male",0,0,65,"0"
46,"Private",13,"Separated","Prof-specialty","Not-in-family","Female",0,1876,40,"0"
36,"Private",13,"Never-married","Prof-specialty","Own-child","Female",0,0,35,"1"
17,"Private",6,"Never-married","Other-service","Own-child","Male",0,0,25,"0"
53,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,48,"0"
29,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
43,"Private",9,"Married-civ-spouse","Other-service","Husband","Male",2829,0,60,"0"
44,"Private",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,1887,35,"1"
41,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,55,"1"
34,"Private",9,"Separated","Adm-clerical","Unmarried","Female",0,0,32,"0"
46,"Private",5,"Divorced","Sales","Not-in-family","Male",0,0,35,"0"
67,"Self-emp-not-inc",12,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"0"
45,"Self-emp-not-inc",11,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,20,"0"
40,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",99999,0,52,"1"
17,"Private",7,"Never-married","Adm-clerical","Own-child","Male",0,0,20,"0"
39,"Private",12,"Divorced","Exec-managerial","Unmarried","Female",0,0,35,"0"
50,"Private",14,"Married-civ-spouse","Craft-repair","Husband","Male",0,1902,45,"1"
36,"Private",10,"Divorced","Tech-support","Unmarried","Female",0,0,40,"0"
54,"Self-emp-not-inc",10,"Married-civ-spouse","Sales","Husband","Male",0,0,50,"0"
26,"Private",13,"Never-married","Adm-clerical","Not-in-family","Male",0,0,40,"0"
40,"Private",12,"Divorced","Prof-specialty","Not-in-family","Female",0,0,40,"0"
50,"Private",6,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,50,"0"
61,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,37,"0"
54,"Private",9,"Divorced","Transport-moving","Not-in-family","Male",0,0,40,"0"
40,"Private",10,"Never-married","Craft-repair","Other-relative","Male",0,0,30,"0"
34,"Private",10,"Never-married","Sales","Own-child","Female",0,0,35,"0"
58,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
61,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
47,"State-gov",10,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,30,"0"
36,"Local-gov",13,"Never-married","Protective-serv","Not-in-family","Male",0,0,40,"0"
49,"Self-emp-not-inc",11,"Never-married","Adm-clerical","Not-in-family","Female",0,0,60,"0"
65,"Local-gov",9,"Widowed","Exec-managerial","Unmarried","Female",0,0,40,"0"
29,"Private",13,"Never-married","Prof-specialty","Not-in-family","Male",4650,0,40,"0"
22,"Private",12,"Never-married","Adm-clerical","Not-in-family","Female",0,0,40,"0"
35,"Private",9,"Divorced","Craft-repair","Not-in-family","Male",0,0,40,"0"
24,"Private",13,"Never-married","Adm-clerical","Own-child","Male",0,0,35,"0"
43,"Private",13,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,48,"1"
32,"Private",8,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,60,"1"
25,"Private",10,"Never-married","Exec-managerial","Own-child","Male",0,0,20,"0"
57,"Self-emp-not-inc",4,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"1"
28,"Private",9,"Divorced","Exec-managerial","Not-in-family","Female",0,0,39,"0"
62,"Private",9,"Divorced","Machine-op-inspct","Unmarried","Male",0,1741,40,"0"
27,"Local-gov",9,"Never-married","Protective-serv","Not-in-family","Male",2174,0,40,"0"
34,"Private",9,"Divorced","Machine-op-inspct","Unmarried","Female",0,0,40,"0"
35,"Self-emp-not-inc",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"1"
71,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",9386,0,50,"1"
35,"Private",13,"Married-civ-spouse","Protective-serv","Husband","Male",3103,0,40,"1"
17,"Private",7,"Never-married","Craft-repair","Own-child","Male",0,0,17,"0"
30,"Private",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,40,"0"
38,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",15024,0,40,"1"
28,"Private",12,"Divorced","Exec-managerial","Not-in-family","Female",0,0,43,"0"
26,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,42,"0"
